periodFullName,isProcessed,fileName,Velocity_Band_6_Total_Duration,Velocity_Band_6_Total_Distance,Velocity_Band_5_Total_Duration,Velocity_Band_5_Total_Distance,Velocity_Band_4_Total_Duration,Velocity_Band_4_Total_Distance,Velocity_Band_3_Total_Duration,Velocity_Band_3_Total_Distance,Velocity_Band_2_Total_Duration,Velocity_Band_2_Total_Distance,Velocity_Band_1_Total_Duration,Velocity_Band_1_Total_Distance,Veld_grootte,Total_Duration,Total_Distance,Team_id,TableRow_skey,Start_Time,Soort_training,Session_Count,Remark3,Remark2,Remark,Player_id,Period_Number,Period_Name,Mean_Heart_Rate,Maximum_Velocity,Maximum_Heart_Rate,LoadDateTime,IMA_Jump_Count_Med_Band,IMA_Jump_Count_Low_Band,IMA_Jump_Count_High_Band,IMA_Dive_Intensity_Band_8_Right_Count,IMA_Dive_Intensity_Band_8_Left_Count,IMA_Dive_Intensity_Band_7_Right_Count,IMA_Dive_Intensity_Band_7_Left_Count,IMA_Dive_Intensity_Band_6_Right_Count,IMA_Dive_Intensity_Band_6_Left_Count,IMA_Dive_Intensity_Band_5_Right_Count,IMA_Dive_Intensity_Band_5_Left_Count,IMA_Dive_Intensity_Band_4_Right_Count,IMA_Dive_Intensity_Band_4_Left_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_3_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_3_Right_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_3_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_3_Left_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_2_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_2_Right_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_2_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_2_Left_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_3_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_2_Count,IMA_Dive_Intensity_Band_1_Right_Return_Band_1_Count,IMA_Dive_Intensity_Band_1_Right_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_3_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_2_Count,IMA_Dive_Intensity_Band_1_Left_Return_Band_1_Count,IMA_Dive_Intensity_Band_1_Left_Count,Heart_Rate_Index,Heart_Rate_Band_6_Total_Duration,Heart_Rate_Band_5_Total_Duration,Heart_Rate_Band_4_Total_Duration,Heart_Rate_Band_3_Total_Duration,Heart_Rate_Band_2_Total_Duration,Heart_Rate_Band_1_Total_Duration,Field_Time,ExcludeHR,Exclude,End_Time,Date,Bench_Time,AM_PM
Veronike,true,Lotstring,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,326,585,7393,2,679c7372-08ca-437a-9640-c512145ca9e3,9:32:48,Jewelery,4,1,15,18,1511,243,5,156,274,117,0:02:22,33,12,17,46,59,12,13,10,28,58,46,65,96,3,69,71,48,9,96,59,35,31,95,36,38,65,54,18,31,42,59,77,61,18,51,7,52,70,92,23,66,33,27,20,10:55:08,true,true,5:24:11,10/14/2019,581,AM
Roxie,false,Pannier,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,673,942,3489,22,7b5f28b1-65e9-41e7-9914-18c860332270,13:07:26,Electronics,26,4,17,7,441,343,afwerken,112,231,99,1:19:26,72,85,67,41,78,75,67,72,45,10,24,58,60,41,17,60,40,11,86,56,25,78,75,30,54,7,53,8,93,100,17,53,34,38,85,74,27,51,21,62,62,88,70,33,1:00:18,true,true,22:50:21,6/27/2011,240,AM
Ester,false,Sonair,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,109,726,1497,19,463c2edd-29b1-45ed-aedc-9c64a4293cd2,11:22:45,Kids,8,3,17,11,1803,294,6,130,614,130,14:27:36,3,82,92,76,17,4,27,22,33,83,55,57,2,57,50,3,36,83,27,98,60,69,61,1,39,7,94,29,41,7,22,94,5,93,86,76,81,87,92,38,56,41,99,51,7:10:28,false,false,6:39:20,7/28/2014,864,PM
Carson,true,Greenlam,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,940,543,8221,32,c9d52482-12b5-460b-b18f-a2668e14b389,15:09:58,Garden,42,19,6,21,645,805,afwerken,82,539,86,1:11:21,7,67,77,21,33,44,73,47,92,58,51,35,97,80,57,53,13,36,7,25,69,73,35,25,8,63,2,72,70,70,66,1,43,45,69,10,55,92,100,53,86,52,91,10,10:34:56,false,false,1:00:22,12/23/2014,745,PM
Dulcine,false,Keylex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,803,340,2342,4,2ff79ad1-aaab-4e07-91c5-ebbda954b4bc,1:42:10,Outdoors,14,19,16,23,1413,149,duels,92,330,144,18:27:41,96,44,24,89,1,90,65,97,49,9,97,93,3,56,85,49,4,88,90,7,28,76,29,61,50,74,90,83,90,1,95,1,74,89,93,86,23,17,46,33,84,50,73,98,11:40:04,true,true,21:12:02,2/25/2018,929,AM
Renaldo,true,Sonsing,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,59,980,1496,20,33f53449-6a77-4a4d-8da4-38413b7cacd2,11:39:04,Baby,59,24,9,11,209,394,6,86,575,183,5:53:20,37,73,39,11,14,36,42,23,38,86,49,38,4,10,19,85,63,79,19,3,63,18,59,64,92,23,64,26,48,96,35,24,42,3,44,88,4,37,45,93,43,30,90,16,15:09:55,false,true,15:41:34,1/25/2012,459,AM
Cammi,true,Kanlam,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,235,507,2326,49,2eb8bee1-8bfe-4bcd-9ab6-7320de6df785,18:48:38,Garden,9,16,8,22,417,59,duels,81,546,173,4:38:35,45,38,19,72,85,9,57,74,28,19,47,32,33,1,4,14,4,77,61,47,87,59,51,17,3,37,16,32,93,3,51,92,70,60,47,100,68,62,47,17,29,24,39,97,3:15:51,false,false,21:34:22,3/1/2015,746,PM
Maegan,false,Alpha,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,758,46,9737,33,96f4925c-130c-4b89-90af-139363ad1c69,6:02:00,Sports,79,3,6,13,1029,583,4,146,110,141,22:32:38,41,20,36,9,96,42,3,10,20,47,93,88,93,88,13,81,46,26,98,34,79,55,39,42,17,11,97,11,8,6,65,72,51,55,31,59,48,90,91,49,88,38,62,84,13:14:44,true,false,17:42:48,1/31/2013,983,PM
Elli,true,Trippledex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,639,379,3994,33,5fce1fc4-9438-45cc-9852-4c86ffa764bf,13:44:04,Outdoors,33,13,20,7,1115,307,5,121,369,141,18:01:08,86,33,4,68,87,29,90,21,8,75,97,79,92,33,49,79,49,28,26,92,52,4,13,65,21,82,96,64,67,61,29,58,46,7,32,38,43,75,98,69,34,70,8,39,4:46:58,true,true,13:56:53,8/11/2012,720,AM
Wiley,false,Quo Lux,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,924,340,1971,47,3c3f61aa-053e-49ae-9e12-7ed84ce9197c,21:57:03,Industrial,55,9,1,18,580,693,5,113,956,200,13:35:50,40,5,35,7,71,56,17,47,67,77,38,94,67,52,73,59,17,65,97,46,77,38,33,48,69,40,33,48,86,45,16,60,40,32,37,24,32,48,34,42,89,93,89,66,5:54:36,false,true,22:23:25,1/2/2020,999,PM
Teddie,true,Temp,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,854,350,8614,48,ec4e1cd8-ba6b-4ef5-80f0-97eb60f30e4c,7:16:42,Garden,75,13,18,20,881,724,w-up,130,664,211,15:39:25,29,67,36,26,32,54,43,8,60,58,29,30,43,35,57,98,57,22,37,82,84,12,78,68,16,100,26,89,33,84,66,96,89,90,9,2,44,10,77,48,5,37,3,1,6:48:41,true,false,11:19:27,7/17/2018,734,PM
Matthew,false,Ventosanzap,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,600,852,1238,36,9a73cf3b-db41-41eb-b2c0-84048287af26,16:44:37,Home,91,11,3,18,898,283,afwerken,142,978,154,12:52:41,23,73,43,76,67,33,74,42,86,78,6,84,25,90,88,80,62,10,65,22,22,29,51,4,31,60,98,53,28,48,14,36,33,57,75,31,52,29,38,92,65,60,29,11,14:18:56,true,true,10:39:12,3/25/2011,60,PM
Lefty,true,Fintone,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,485,169,3150,39,7784d749-44b9-4cbe-9ea0-952bf1b26a0d,1:07:56,Garden,12,1,5,24,1286,60,4,120,805,210,21:35:25,5,7,6,17,38,81,23,53,50,39,90,91,79,37,78,96,39,28,10,87,37,56,44,13,33,31,94,31,98,48,70,38,30,16,6,73,86,27,19,64,59,8,49,97,20:51:44,true,true,8:51:25,12/2/2019,198,AM
Danika,false,Pannier,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,653,906,8774,23,a4c25092-1f01-4a0e-abbc-d5c68f821133,14:06:24,Computers,49,23,16,13,1019,895,7,80,887,220,22:51:37,23,32,65,25,18,27,98,26,90,86,75,81,40,11,60,61,18,25,27,82,38,76,22,82,37,98,57,9,22,33,62,19,73,81,74,49,89,13,29,13,95,88,75,12,20:33:52,true,false,7:30:16,11/14/2010,747,PM
Marcella,false,Zathin,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,340,565,5093,13,7d0feaec-ca67-4e49-8c65-8632f2491f61,11:12:55,Baby,52,25,17,11,383,722,5,108,959,167,11:59:23,91,33,92,30,55,27,30,46,84,12,78,83,52,40,89,43,73,49,7,87,32,10,24,45,32,88,23,48,83,54,65,3,41,56,17,95,10,48,74,57,22,97,65,4,18:14:38,true,true,5:34:12,1/19/2011,410,PM
Mora,true,Cardguard,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,529,442,5141,4,dd83a0f2-00e9-45cc-acb5-8a7e985803cd,4:54:53,Garden,48,20,15,7,248,530,duels,152,869,108,1:12:24,40,66,65,27,23,27,66,34,9,44,77,39,41,31,97,81,41,21,67,2,63,7,38,56,3,7,70,23,79,52,29,38,35,68,23,95,8,38,32,30,74,58,36,76,18:12:28,false,false,4:11:29,4/9/2018,562,PM
Griffith,true,Daltfresh,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,208,542,2960,13,ff04122f-bb2e-4a10-8e40-0fc5a0b425bb,10:10:44,Music,25,21,15,20,596,866,partijspel,142,872,157,22:02:28,100,19,17,65,77,14,53,66,16,65,27,4,85,39,30,4,84,35,78,80,20,88,25,89,68,8,56,50,15,51,64,56,5,81,38,80,11,68,12,2,90,54,73,27,13:41:45,false,false,4:59:04,10/31/2018,11,AM
Sydney,false,Rank,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,47,304,6638,8,5b5135bc-5386-4d06-a0ed-2edceb6fc9fa,14:35:32,Health,64,20,10,8,678,712,duels,149,25,115,4:10:18,67,75,67,50,50,87,24,94,21,66,79,42,71,21,44,25,44,6,90,1,66,87,94,18,23,34,59,74,68,64,14,88,63,63,59,42,13,13,38,39,50,86,80,25,22:46:44,false,true,2:43:15,10/7/2015,103,PM
Drud,false,Overhold,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,448,387,4812,35,f8e1cf3b-805a-40b7-b293-2a59c16b3482,1:25:06,Baby,6,8,6,17,1935,539,7,111,227,99,7:32:58,43,99,47,43,36,97,99,3,25,36,50,41,86,38,91,29,60,92,54,14,97,90,70,58,89,19,31,26,91,90,82,80,52,1,77,49,67,64,3,12,70,1,100,36,19:03:30,false,false,11:24:40,5/3/2012,698,AM
Claus,false,Tres-Zap,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,348,298,6916,19,1bdce104-fd23-491e-8463-c57611b818f4,12:59:27,Home,18,10,14,14,292,973,duels,118,634,120,20:50:41,83,38,65,21,77,17,97,43,77,31,17,80,59,26,57,82,92,11,62,94,35,21,65,62,32,86,50,45,95,60,18,30,92,30,32,65,97,26,70,70,27,49,40,70,19:37:38,false,false,2:53:39,7/5/2010,435,AM
Cati,false,Fintone,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,345,834,9270,24,05ec0b6e-b76f-4174-be82-b5ad0fc71325,11:46:29,Books,4,9,6,21,59,647,5,105,889,171,14:17:39,33,26,58,77,75,85,25,38,58,67,14,65,29,8,45,72,47,72,61,82,32,74,12,54,9,22,49,1,67,28,96,89,79,32,36,70,89,13,51,2,32,5,9,16,6:21:39,true,true,16:14:26,9/21/2016,809,AM
Georgina,false,Zontrax,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,396,791,8754,40,f6b7e611-2747-4274-87b6-47affda2857f,0:46:01,Industrial,66,9,2,13,764,493,7,160,71,206,5:04:41,18,8,45,62,1,82,33,6,51,98,30,41,3,29,39,44,59,87,98,2,90,28,3,37,26,44,32,57,95,41,16,38,32,27,73,84,46,36,45,97,53,52,42,86,5:16:08,false,true,23:19:56,1/20/2011,274,AM
Hugh,true,Wrapsafe,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,820,167,8099,6,e59f7582-5a07-4cc1-968b-58633fb30c51,13:40:56,Sports,55,12,21,22,419,883,positiespel,93,223,188,16:25:08,6,66,87,46,36,17,65,19,33,82,18,86,65,97,99,87,7,48,3,22,38,88,59,41,16,73,98,33,88,34,50,2,32,27,54,81,56,92,19,45,2,42,98,44,8:47:28,false,false,23:37:16,3/11/2013,302,PM
Walker,false,Opela,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,923,395,4503,19,14e0506c-0619-43b0-963a-6b0b11660bad,20:22:59,Home,85,2,12,17,1353,759,partijspel,80,815,80,23:02:12,30,68,74,11,74,79,22,88,83,96,52,29,37,10,54,95,22,72,75,89,35,40,11,78,93,44,97,21,66,37,57,100,84,69,66,3,57,62,49,25,61,43,8,79,7:52:43,false,false,6:24:26,12/20/2011,785,PM
Krissy,true,Bigtax,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,737,776,4879,45,e98b6e37-c6b7-4031-b514-581fdbded2f8,11:39:41,Computers,52,8,10,11,1758,679,4,157,397,110,11:34:05,23,71,67,88,9,90,37,37,3,79,36,67,27,15,9,78,22,46,81,47,71,100,80,11,21,31,93,36,27,97,80,73,66,68,71,56,15,24,22,21,6,28,25,26,2:48:28,false,false,13:52:59,10/19/2016,945,PM
Bryna,false,Gembucket,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,942,520,3726,37,29bce2e8-bfab-44dd-a0d5-6f2e1397b451,3:13:55,Toys,30,17,22,12,653,365,5,102,738,145,22:25:00,21,28,12,69,21,72,83,45,27,29,52,88,52,72,91,41,18,61,85,79,10,6,67,29,7,23,57,96,23,87,84,6,96,91,7,35,84,23,64,25,39,35,15,53,18:34:12,false,false,1:56:13,2/26/2015,180,PM
Doralynne,true,Keylex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,36,951,5864,43,79e26ce3-abe6-4405-b561-cfef323472bd,4:20:54,Games,41,9,10,25,273,219,6,91,164,172,23:57:21,75,15,1,34,14,43,39,13,31,49,99,47,38,23,43,9,71,35,14,63,26,86,5,9,50,23,29,46,15,26,64,36,56,34,4,52,83,59,99,81,80,69,81,22,5:44:47,true,true,1:14:11,8/29/2014,439,PM
Milt,false,Fintone,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,28,355,5098,44,c0ad977a-5b05-4494-b160-2b1db1ee8cfc,11:13:21,Kids,23,15,3,3,1214,869,7,113,846,162,11:19:44,48,85,15,75,89,22,18,44,35,87,46,26,72,95,86,71,53,100,36,88,38,90,90,93,14,40,56,63,51,50,33,3,62,51,84,35,18,87,50,52,9,61,36,13,4:05:32,false,false,17:08:45,6/9/2014,396,AM
Delphine,true,Gembucket,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,664,752,7692,3,8086143a-9df0-4cdf-aa17-e372e501a2ee,7:03:02,Toys,63,16,6,8,359,304,4,158,311,127,6:26:31,44,90,22,6,42,99,41,84,78,20,9,72,46,100,16,65,29,54,66,5,30,60,55,6,15,57,3,2,66,6,100,97,24,63,65,68,87,84,29,82,54,72,74,10,5:01:58,false,false,5:39:25,7/27/2010,488,PM
Valry,true,Viva,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,162,80,4849,50,71bc6560-7d2f-45bf-9e33-b212686a5a8e,7:25:04,Music,4,23,22,20,1971,93,positiespel,97,252,147,21:22:32,93,56,92,66,16,58,69,67,73,15,34,16,73,66,15,46,53,96,35,79,39,54,63,60,61,34,34,12,70,58,4,7,36,49,22,93,97,57,39,89,7,88,80,79,23:57:20,false,true,3:22:37,9/5/2015,673,AM
Morten,false,Voyatouch,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,887,138,240,33,f94d36b0-293b-4db1-b23a-f87913f7dbfe,17:56:31,Grocery,55,21,12,3,1025,815,afwerken,118,29,126,16:42:04,27,6,21,90,18,18,54,94,18,13,4,8,71,61,99,55,85,70,10,21,77,58,91,59,33,26,16,3,93,69,53,39,51,98,47,24,42,83,91,28,13,60,83,52,9:25:33,false,true,19:45:17,2/25/2016,943,AM
Shaine,true,Alpha,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,990,35,9164,13,9b857b93-dbda-42a5-9c9a-1cb9cca89ac9,8:31:02,Books,96,21,4,2,1826,485,positiespel,113,129,130,14:03:00,59,59,47,58,76,70,60,14,54,51,23,15,96,47,62,78,45,100,17,85,37,91,34,86,96,27,97,88,9,77,25,31,8,28,53,68,70,47,5,100,46,21,34,20,6:01:42,true,true,23:55:44,2/18/2019,493,PM
Silvana,false,Stringtough,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,47,371,2524,34,81660978-b76a-4606-8595-c6e9a02e0ed6,2:15:12,Kids,5,11,24,21,1497,53,w-up,108,639,150,22:21:17,65,78,9,71,60,3,77,2,89,21,14,57,54,14,91,82,12,90,55,71,10,96,62,23,68,95,74,68,88,81,53,83,42,51,10,32,25,60,94,7,39,78,2,21,6:58:25,true,true,16:26:25,5/16/2014,367,AM
Beck,true,Zontrax,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,462,66,696,17,bcfb8a91-11df-49e0-a39d-e5da857ff52e,10:25:01,Beauty,95,10,4,6,369,578,5,98,413,80,17:29:53,3,5,64,99,39,9,100,78,63,58,16,74,49,1,97,46,59,51,17,40,71,18,36,93,17,27,83,85,22,71,6,11,18,14,45,97,73,69,86,97,44,68,7,21,13:14:10,true,true,10:27:06,2/23/2020,229,PM
Dennet,false,Bitwolf,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,298,551,820,16,1b19e6b1-26d4-432d-a260-5e7ecbd8cd0e,19:47:08,Movies,69,16,8,22,942,469,5,105,496,210,0:50:24,93,69,67,51,27,9,96,89,68,27,92,52,5,68,31,9,64,22,41,63,5,100,22,53,94,16,39,47,46,6,40,77,11,49,14,81,90,40,18,44,31,97,98,36,7:28:32,false,false,16:52:32,6/14/2014,958,AM
Teodora,true,Wrapsafe,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,396,451,3029,7,c2270bf3-960a-4c0c-99f6-402fae675d52,12:21:28,Electronics,85,14,25,9,1838,190,afwerken,129,24,183,19:47:39,62,52,90,72,49,96,84,40,30,97,18,14,87,86,23,35,95,8,91,73,96,9,93,25,42,98,77,41,56,63,39,68,54,30,71,72,94,95,85,39,79,22,50,81,3:21:07,true,true,9:18:52,10/1/2018,420,AM
Walker,true,Matsoft,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,637,930,1169,4,6cc097cb-d93b-43a0-b782-d19cb5d107a9,10:19:56,Outdoors,88,13,17,24,292,514,w-up,141,675,111,19:45:11,62,96,100,4,64,61,52,1,81,35,19,82,19,75,61,87,42,39,93,42,90,90,95,22,71,94,12,67,4,55,26,89,86,96,53,69,20,34,21,40,99,73,41,54,1:40:13,true,true,17:00:22,12/6/2011,67,PM
Maddie,false,Quo Lux,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,737,375,6701,10,6842404c-11b5-45fb-85c4-192112bacbe3,18:07:45,Sports,5,15,1,16,1151,77,6,119,56,214,22:45:13,6,65,50,84,95,91,69,55,18,66,11,75,9,10,12,52,85,70,60,78,22,45,28,7,59,75,84,22,14,83,7,93,100,46,47,99,62,36,98,88,46,89,25,82,23:19:10,false,false,22:50:28,11/30/2017,46,PM
Annalise,true,Keylex,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,39,430,1001,19,547bafff-7637-4838-8627-13842952fc54,13:58:39,Music,44,19,20,20,483,583,4,107,227,185,14:16:37,23,68,83,36,100,26,20,43,74,9,12,61,51,30,93,99,63,88,78,33,82,41,4,54,76,61,30,31,60,47,28,81,38,10,11,67,34,31,44,51,55,42,31,26,5:28:38,true,true,12:30:56,12/9/2017,674,AM
Merv,true,Flowdesk,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,12:10:00 AM,523,749,9752,25,1432bf89-f5fe-4e54-922d-05c05253decf,18:21:30,Games,55,25,3,7,1435,948,positiespel,124,962,202,8:55:19,94,39,66,29,94,99,48,35,72,58,41,69,36,33,34,48,61,90,63,56,17,9,9,57,77,71,65,47,46,12,63,57,27,39,16,46,87,71,12,86,8,78,57,87,0:34:33,false,true,12:40:10,12/12/2012,479,AM
